ts,service, txDur, servDur,wait,nbIter
1614078635.4587154,compute,0.002039670944213867,0.03902292251586914,0.0004451274871826172,1100000
1614078638.47765,compute,0.002140045166015625,0.05781888961791992,0.0004448890686035156,1100000
1614078641.4600554,compute,0.0020732879638671875,0.03959393501281738,0.0005023479461669922,1100000
1614078644.449124,compute,0.0019223690032958984,0.029757261276245117,0.0004420280456542969,1100000
1614078647.4750502,compute,0.002001523971557617,0.05539679527282715,0.0004596710205078125,1100000
1614078650.4525027,compute,0.0020990371704101562,0.0322728157043457,0.00044035911560058594,1100000
1614078653.4516504,compute,0.00177764892578125,0.0318758487701416,0.00039386749267578125,1100000
1614078656.4508464,compute,0.0019881725311279297,0.030557870864868164,0.00045800209045410156,1100000
1614078659.4587011,compute,0.0019385814666748047,0.039107561111450195,0.0004410743713378906,1100000
1614078662.4544818,compute,0.0018801689147949219,0.035088300704956055,0.0004687309265136719,1100000
1614078665.4546535,compute,0.0022003650665283203,0.0349276065826416,0.0005640983581542969,1100000
1614078668.452026,compute,0.0020639896392822266,0.031999826431274414,0.0004832744598388672,1100000
1614078671.4782615,compute,0.0020673274993896484,0.05794501304626465,0.00045228004455566406,1100000
1614078674.479869,compute,0.0021026134490966797,0.05951070785522461,0.000457763671875,1100000
1614078677.454875,compute,0.0021986961364746094,0.03435230255126953,0.0005443096160888672,1100000
1614078680.4521646,compute,0.002057313919067383,0.031950950622558594,0.00047898292541503906,1100000
1614078683.4505897,compute,0.001992464065551758,0.030279874801635742,0.00045800209045410156,1100000
1614078686.4564116,compute,0.002068042755126953,0.03603672981262207,0.00044417381286621094,1100000
1614078689.4508953,compute,0.002103090286254883,0.030654430389404297,0.00047850608825683594,1100000
1614078692.4516926,compute,0.002013683319091797,0.03210592269897461,0.00047087669372558594,1100000
1614078695.4639513,compute,0.0019674301147460938,0.044354915618896484,0.0004899501800537109,1100000
1614078698.452076,compute,0.0019769668579101562,0.0324397087097168,0.0005059242248535156,1100000
1614078701.457738,compute,0.00197601318359375,0.0381162166595459,0.00047206878662109375,1100000
1614078704.4533486,compute,0.0020475387573242188,0.035186767578125,0.0004456043243408203,1100000
1614078707.4548213,compute,0.0019550323486328125,0.03474116325378418,0.0004730224609375,1100000
1614078710.4513054,compute,0.0019617080688476562,0.03127026557922363,0.0004858970642089844,1100000
1614078713.457517,compute,0.002031564712524414,0.03787636756896973,0.0004322528839111328,1100000
1614078716.44881,compute,0.0017955303192138672,0.029627084732055664,0.0004639625549316406,1100000
1614078719.4497185,compute,0.0019867420196533203,0.029534578323364258,0.00046062469482421875,1100000
1614078722.4505875,compute,0.002070903778076172,0.03035569190979004,0.0004985332489013672,1100000
1614078725.4482055,compute,0.001764535903930664,0.030606746673583984,0.00042438507080078125,1100000
1614078728.4552512,compute,0.002036571502685547,0.03510618209838867,0.00042939186096191406,1100000
1614078731.4489298,compute,0.0016803741455078125,0.029778003692626953,0.000438690185546875,1100000
1614078734.4490032,compute,0.0019822120666503906,0.030443191528320312,0.00045609474182128906,1100000
1614078737.4607406,compute,0.0021495819091796875,0.0402834415435791,0.0004627704620361328,1100000
1614078740.4598734,compute,0.0019524097442626953,0.03984379768371582,0.0005011558532714844,1100000
1614078743.4551575,compute,0.0021114349365234375,0.03474307060241699,0.0004546642303466797,1100000
1614078746.4569592,compute,0.0016515254974365234,0.03707003593444824,0.00043320655822753906,1100000
1614078749.4533093,compute,0.0019762516021728516,0.033814430236816406,0.00046253204345703125,1100000
1614078752.449337,compute,0.0012845993041992188,0.030598163604736328,0.000308990478515625,1100000
1614078755.4560804,compute,0.0014200210571289062,0.037165164947509766,0.00033283233642578125,1100000
1614078758.4603617,compute,0.0012898445129394531,0.0415802001953125,0.00033164024353027344,1100000
1614078761.4703321,compute,0.0012216567993164062,0.05174064636230469,0.0003230571746826172,1100000
1614078764.4491856,compute,0.0012178421020507812,0.03058791160583496,0.0002684593200683594,1100000
1614078767.4492116,compute,0.0018460750579833984,0.029757976531982422,0.0004417896270751953,1100000
1614078770.4502988,compute,0.0012025833129882812,0.031709909439086914,0.0002617835998535156,1100000
1614078773.445695,compute,0.0010623931884765625,0.027837514877319336,0.00024127960205078125,1100000
1614078776.4484875,compute,0.0010063648223876953,0.029649972915649414,0.0002415180206298828,1100000
1614078779.445642,compute,0.0008299350738525391,0.026988983154296875,0.0002033710479736328,1100000
1614078782.4451983,compute,0.000858306884765625,0.02708888053894043,0.00022482872009277344,1100000
1614078785.458707,compute,0.0019137859344482422,0.03927731513977051,0.0001888275146484375,1100000
1614078788.4512181,compute,0.002253293991088867,0.030886173248291016,0.0004858970642089844,1100000
1614078791.4541178,compute,0.002146482467651367,0.03373289108276367,0.0005266666412353516,1100000
1614078794.4567254,compute,0.0025014877319335938,0.03669857978820801,0.0006184577941894531,1100000
1614078797.4526126,compute,0.0023174285888671875,0.03193020820617676,0.0005395412445068359,1100000
1614078800.4525461,compute,0.002218008041381836,0.03278326988220215,0.00044465065002441406,1100000
1614078803.457695,compute,0.002093076705932617,0.03807973861694336,0.0004036426544189453,1100000
1614078806.452722,compute,0.002106189727783203,0.032944440841674805,0.0005159378051757812,1100000
1614078809.4588594,compute,0.0030956268310546875,0.03740859031677246,0.0004467964172363281,1100000
