ts,qArr,instArr,startEx,endEx,flops
25.889000,25.850000,25.850000,25.850000,25.889000,32000000.000000
25.922000,25.875000,25.875000,25.875000,25.922000,32000000.000000
25.968000,25.906000,25.906000,25.906000,25.968000,32000000.000000
25.978000,25.924000,25.924000,25.924000,25.978000,32000000.000000
26.189000,26.127000,26.127000,26.127000,26.189000,32000000.000000
26.223000,26.144000,26.144000,26.144000,26.223000,32000000.000000
26.223000,26.144000,26.144000,26.144000,26.223000,32000000.000000
26.294000,26.262000,26.262000,26.262000,26.294000,32000000.000000
26.368000,26.336000,26.336000,26.336000,26.368000,32000000.000000
26.427000,26.395000,26.395000,26.395000,26.427000,32000000.000000
26.466000,26.434000,26.434000,26.434000,26.466000,32000000.000000
26.532000,26.500000,26.500000,26.500000,26.532000,32000000.000000
26.642000,26.610000,26.610000,26.610000,26.642000,32000000.000000
26.748000,26.716000,26.716000,26.716000,26.748000,32000000.000000
26.815000,26.764000,26.764000,26.764000,26.815000,32000000.000000
26.828000,26.777000,26.777000,26.777000,26.828000,32000000.000000
26.886000,26.854000,26.854000,26.854000,26.886000,32000000.000000
26.982000,26.950000,26.950000,26.950000,26.982000,32000000.000000
27.254000,27.222000,27.222000,27.222000,27.254000,32000000.000000
27.425000,27.393000,27.393000,27.393000,27.425000,32000000.000000
27.506000,27.454000,27.454000,27.454000,27.506000,32000000.000000
27.518000,27.466000,27.466000,27.466000,27.518000,32000000.000000
27.626000,27.570000,27.570000,27.570000,27.626000,32000000.000000
27.634000,27.578000,27.578000,27.578000,27.634000,32000000.000000
27.711000,27.679000,27.679000,27.679000,27.711000,32000000.000000
27.810000,27.778000,27.778000,27.778000,27.810000,32000000.000000
27.930500,27.843000,27.843000,27.843000,27.930500,32000000.000000
27.932500,27.844000,27.844000,27.844000,27.932500,32000000.000000
27.941000,27.857000,27.857000,27.857000,27.941000,32000000.000000
27.971000,27.937000,27.937000,27.937000,27.971000,32000000.000000
28.029000,27.976000,27.976000,27.976000,28.029000,32000000.000000
28.040000,27.987000,27.987000,27.987000,28.040000,32000000.000000
28.279000,28.247000,28.247000,28.247000,28.279000,32000000.000000
28.334000,28.292000,28.292000,28.292000,28.334000,32000000.000000
28.356000,28.314000,28.314000,28.314000,28.356000,32000000.000000
28.435000,28.403000,28.403000,28.403000,28.435000,32000000.000000
28.484000,28.452000,28.452000,28.452000,28.484000,32000000.000000
28.529000,28.497000,28.497000,28.497000,28.529000,32000000.000000
28.706000,28.674000,28.674000,28.674000,28.706000,32000000.000000
28.780500,28.720000,28.720000,28.720000,28.780500,32000000.000000
28.810500,28.735000,28.735000,28.735000,28.810500,32000000.000000
28.816000,28.746000,28.746000,28.746000,28.816000,32000000.000000
28.862000,28.830000,28.830000,28.830000,28.862000,32000000.000000
28.905000,28.873000,28.873000,28.873000,28.905000,32000000.000000
29.007000,28.970000,28.970000,28.970000,29.007000,32000000.000000
29.034000,28.997000,28.997000,28.997000,29.034000,32000000.000000
29.170000,29.138000,29.138000,29.138000,29.170000,32000000.000000
29.361000,29.329000,29.329000,29.329000,29.361000,32000000.000000
29.475000,29.413000,29.413000,29.413000,29.475000,32000000.000000
29.477000,29.415000,29.415000,29.415000,29.477000,32000000.000000
29.655000,29.612000,29.612000,29.612000,29.655000,32000000.000000
29.676000,29.633000,29.633000,29.633000,29.676000,32000000.000000
29.712000,29.680000,29.680000,29.680000,29.712000,32000000.000000
29.748000,29.716000,29.716000,29.716000,29.748000,32000000.000000
29.820000,29.768000,29.768000,29.768000,29.820000,32000000.000000
29.832000,29.780000,29.780000,29.780000,29.832000,32000000.000000
29.907000,29.875000,29.875000,29.875000,29.907000,32000000.000000
29.957000,29.925000,29.925000,29.925000,29.957000,32000000.000000
30.023000,29.991000,29.991000,29.991000,30.023000,32000000.000000
30.232000,30.200000,30.200000,30.200000,30.232000,32000000.000000
30.362000,30.304000,30.304000,30.304000,30.362000,32000000.000000
30.368000,30.310000,30.310000,30.310000,30.368000,32000000.000000
30.406000,30.374000,30.374000,30.374000,30.406000,32000000.000000
30.469000,30.437000,30.437000,30.437000,30.469000,32000000.000000
30.538000,30.488000,30.488000,30.488000,30.538000,32000000.000000
30.552000,30.502000,30.502000,30.502000,30.552000,32000000.000000
30.655000,30.623000,30.623000,30.623000,30.655000,32000000.000000
30.756000,30.724000,30.724000,30.724000,30.756000,32000000.000000
30.813000,30.781000,30.781000,30.781000,30.813000,32000000.000000
30.902000,30.856000,30.856000,30.856000,30.902000,32000000.000000
30.920000,30.874000,30.874000,30.874000,30.920000,32000000.000000
31.000000,30.968000,30.968000,30.968000,31.000000,32000000.000000
31.161000,31.129000,31.129000,31.129000,31.161000,32000000.000000
31.194000,31.162000,31.162000,31.162000,31.194000,32000000.000000
31.639500,31.596000,31.596000,31.596000,31.639500,32000000.000000
31.687500,31.620000,31.620000,31.620000,31.687500,32000000.000000
31.692000,31.629000,31.629000,31.629000,31.692000,32000000.000000
31.726000,31.694000,31.694000,31.694000,31.726000,32000000.000000
31.778000,31.746000,31.746000,31.746000,31.778000,32000000.000000
31.853500,31.810000,31.810000,31.810000,31.853500,32000000.000000
31.903500,31.835000,31.835000,31.835000,31.903500,32000000.000000
31.906000,31.840000,31.840000,31.840000,31.906000,32000000.000000
31.942000,31.910000,31.910000,31.910000,31.942000,32000000.000000
32.006000,31.951000,31.951000,31.951000,32.006000,32000000.000000
32.015000,31.960000,31.960000,31.960000,32.015000,32000000.000000
32.214000,32.161000,32.161000,32.161000,32.214000,32000000.000000
32.225000,32.172000,32.172000,32.172000,32.225000,32000000.000000
32.259000,32.227000,32.227000,32.227000,32.259000,32000000.000000
32.361000,32.329000,32.329000,32.329000,32.361000,32000000.000000
32.529500,32.490000,32.490000,32.490000,32.529500,32000000.000000
32.579500,32.515000,32.515000,32.515000,32.579500,32000000.000000
32.586000,32.528000,32.528000,32.528000,32.586000,32000000.000000
32.678000,32.646000,32.646000,32.646000,32.678000,32000000.000000
32.787000,32.755000,32.755000,32.755000,32.787000,32000000.000000
32.839000,32.807000,32.807000,32.807000,32.839000,32000000.000000
32.922000,32.882000,32.882000,32.882000,32.922000,32000000.000000
32.946000,32.906000,32.906000,32.906000,32.946000,32000000.000000
33.012000,32.980000,32.980000,32.980000,33.012000,32000000.000000
33.133000,33.101000,33.101000,33.101000,33.133000,32000000.000000
33.322000,33.285000,33.285000,33.285000,33.322000,32000000.000000
33.349000,33.312000,33.312000,33.312000,33.349000,32000000.000000
33.504000,33.460000,33.460000,33.460000,33.504000,32000000.000000
33.524000,33.480000,33.480000,33.480000,33.524000,32000000.000000
33.558000,33.526000,33.526000,33.526000,33.558000,32000000.000000
33.695000,33.663000,33.663000,33.663000,33.695000,32000000.000000
33.732000,33.700000,33.700000,33.700000,33.732000,32000000.000000
33.798000,33.766000,33.766000,33.766000,33.798000,32000000.000000
33.832000,33.800000,33.800000,33.800000,33.832000,32000000.000000
33.935000,33.903000,33.903000,33.903000,33.935000,32000000.000000
33.975000,33.943000,33.943000,33.943000,33.975000,32000000.000000
34.030000,33.998000,33.998000,33.998000,34.030000,32000000.000000
34.275500,34.199000,34.199000,34.199000,34.275500,32000000.000000
34.277500,34.200000,34.200000,34.200000,34.277500,32000000.000000
34.300000,34.235000,34.235000,34.235000,34.300000,32000000.000000
34.327000,34.290000,34.290000,34.290000,34.327000,32000000.000000
34.481000,34.449000,34.449000,34.449000,34.481000,32000000.000000
34.605000,34.573000,34.573000,34.573000,34.605000,32000000.000000
34.662000,34.614000,34.614000,34.614000,34.662000,32000000.000000
34.708000,34.637000,34.637000,34.637000,34.708000,32000000.000000
34.710000,34.641000,34.641000,34.641000,34.710000,32000000.000000
34.860000,34.828000,34.828000,34.828000,34.860000,32000000.000000
34.902000,34.870000,34.870000,34.870000,34.902000,32000000.000000
34.969000,34.916000,34.916000,34.916000,34.969000,32000000.000000
34.980000,34.927000,34.927000,34.927000,34.980000,32000000.000000
35.208000,35.176000,35.176000,35.176000,35.208000,32000000.000000
35.307000,35.259000,35.259000,35.259000,35.307000,32000000.000000
35.323000,35.275000,35.275000,35.275000,35.323000,32000000.000000
35.481000,35.418000,35.418000,35.418000,35.481000,32000000.000000
35.482000,35.419000,35.419000,35.419000,35.482000,32000000.000000
35.593000,35.561000,35.561000,35.561000,35.593000,32000000.000000
35.772000,35.711000,35.711000,35.711000,35.772000,32000000.000000
35.780000,35.715000,35.715000,35.715000,35.780000,32000000.000000
35.813000,35.769000,35.769000,35.769000,35.813000,32000000.000000
35.839000,35.801000,35.801000,35.801000,35.839000,32000000.000000
35.903000,35.870000,35.870000,35.870000,35.903000,32000000.000000
35.934000,35.901000,35.901000,35.901000,35.934000,32000000.000000
36.284000,36.252000,36.252000,36.252000,36.284000,32000000.000000
36.358000,36.326000,36.326000,36.326000,36.358000,32000000.000000
36.407000,36.375000,36.375000,36.375000,36.407000,32000000.000000
36.507000,36.453000,36.453000,36.453000,36.507000,32000000.000000
36.517000,36.463000,36.463000,36.463000,36.517000,32000000.000000
